DATE,precip,temp_max,temp_min
2021-07-05,0.02,64.0,55.0
2014-09-02,0.0,58.0,48.0
2011-11-06,0.0,36.0,11.0
2014-08-24,0.0,62.0,44.0
2012-07-29,0.0,79.0,51.0
2022-05-28,0.0,66.0,46.0
2022-12-18,0.01,-5.0,-13.0
2021-06-14,0.0,90.0,54.0
2009-11-12,0.0,39.0,16.0
2012-09-06,0.0,67.0,41.0
2019-01-01,0.01,42.0,10.0
2018-02-20,0.0,14.0,-8.0
2016-03-19,0.0,55.0,15.0
2011-03-11,0.0,13.0,3.0
2014-09-23,0.03,68.0,55.0
2022-12-04,0.03,36.0,19.0
2014-04-21,0.0,63.0,33.0
2023-03-16,0.0,36.0,13.0
2018-07-21,0.0,75.0,45.0
2021-12-11,0.06,38.0,18.0
2010-12-29,0.0,20.0,-3.0
2015-07-25,0.01,73.0,54.0
2009-10-11,0.02,22.0,10.0
2021-03-20,0.0,52.0,28.0
2018-05-21,0.0,74.0,48.0
2015-09-27,0.0,60.0,39.0
2018-05-04,0.0,70.0,45.0
2010-06-13,0.0,78.0,44.0
2019-10-18,0.0,53.0,28.0
2013-01-08,0.0,35.0,25.0
2014-01-29,0.09,37.0,8.0
2021-08-03,0.01,88.0,62.0
2021-05-04,0.07,53.0,35.0
2014-07-05,0.0,74.0,60.0
2010-10-16,0.0,44.0,24.0
2016-10-28,0.28,39.0,33.0
2015-03-04,0.0,35.0,2.0
2014-02-18,0.0,39.0,22.0
2012-09-22,0.0,79.0,44.0
2013-08-02,0.17,69.0,54.0
2010-02-26,0.0,39.0,23.0
2012-03-26,0.07,35.0,27.0
2023-03-09,0.0,9.0,-5.0
2019-01-17,0.07,17.0,2.0
2013-09-29,0.0,61.0,40.0
2021-09-30,0.0,73.0,39.0
2011-12-30,0.0,43.0,23.0
2017-01-06,0.04,14.0,0.0
2019-01-10,0.0,50.0,11.0
2021-01-21,0.0,28.0,10.0
2023-07-12,0.0,74.0,50.0
2017-10-23,0.01,55.0,35.0
2020-11-01,0.0,63.0,32.0
2021-07-04,0.42,66.0,55.0
2019-12-16,0.0,33.0,8.0
2016-10-31,0.04,41.0,30.0
2012-09-07,0.0,78.0,43.0
2020-04-11,0.11,26.0,15.0
2013-11-23,0.0,51.0,12.0
2022-03-22,0.0,59.0,31.0
2023-05-11,0.02,66.0,35.0
2018-07-16,0.0,86.0,49.0
2015-01-14,0.0,47.0,33.0
2016-09-02,0.13,58.0,42.0
2023-07-24,0.0,95.0,57.0
2019-06-17,0.13,76.0,45.0
2011-01-31,0.0,0.0,-21.0
2018-12-14,0.01,48.0,20.0
2020-04-09,0.0,57.0,25.0
2012-10-23,0.12,22.0,19.0
2019-10-10,0.0,38.0,10.0
2014-11-11,0.0,9.0,0.0
2023-06-24,0.0,78.0,46.0
2023-07-17,0.28,71.0,50.0
2009-04-04,0.0,38.0,21.0
2011-11-20,0.0,25.0,-7.0
2022-06-18,0.27,68.0,54.0
2022-03-16,0.0,50.0,33.0
2017-01-03,0.01,3.0,-10.0
2013-08-13,0.12,76.0,50.0
2022-12-09,0.0,33.0,7.0
2017-04-12,0.0,45.0,30.0
2009-03-03,0.39,44.0,29.0
2014-09-28,0.0,56.0,40.0
2012-08-28,0.0,85.0,57.0
2021-01-15,0.0,45.0,19.0
2011-10-06,0.27,44.0,42.0
2020-09-28,0.0,71.0,45.0
2015-01-27,0.0,58.0,31.0
2015-05-07,0.11,55.0,29.0
2021-03-09,0.0,43.0,21.0
2023-07-05,0.0,76.0,43.0
2013-06-17,0.08,71.0,49.0
2020-12-07,0.0,57.0,34.0
2015-09-11,1.16,80.0,48.0
2013-12-31,0.11,27.0,0.0
2012-09-23,0.0,76.0,43.0
2017-11-30,0.0,46.0,26.0
2016-06-21,0.0,73.0,46.0
2015-05-10,0.0,62.0,30.0
2020-06-27,0.46,65.0,48.0
2013-03-16,0.0,17.0,9.0
2016-01-05,0.0,19.0,4.0
2012-01-01,0.0,22.0,5.0
2015-06-13,0.14,58.0,40.0
2012-04-24,0.0,63.0,43.0
2011-06-23,0.0,77.0,53.0
2015-10-18,0.0,62.0,46.0
2014-07-06,0.3,75.0,56.0
2018-02-08,0.37,5.0,-18.0
2016-04-15,0.0,57.0,32.0
2014-07-16,0.0,89.0,57.0
2010-01-10,0.0,50.0,31.0
2014-11-05,0.0,45.0,30.0
2014-04-02,0.02,34.0,24.0
2021-01-16,0.0,40.0,29.0
2022-06-17,0.04,68.0,53.0
2018-04-16,0.28,34.0,29.0
2011-05-24,0.04,45.0,38.0
2016-11-24,0.0,46.0,21.0
2023-06-28,0.06,79.0,50.0
2023-07-13,0.0,73.0,56.0
2013-11-10,0.07,20.0,13.0
2009-08-14,0.11,52.0,47.0
2010-12-10,0.06,7.0,0.0
2017-07-29,0.03,83.0,49.0
2022-05-02,0.0,61.0,32.0
2017-09-23,0.0,52.0,33.0
2010-09-22,0.0,55.0,34.0
2015-11-12,0.0,41.0,25.0
2010-02-13,0.0,20.0,9.0
2013-05-25,0.37,58.0,39.0
2021-06-15,0.0,79.0,57.0
2013-01-28,0.02,35.0,11.0
2011-06-09,0.0,65.0,41.0
2018-01-25,0.0,22.0,12.0
2011-01-24,0.0,44.0,16.0
2020-04-01,0.0,14.0,4.0
2010-08-25,0.0,84.0,47.0
2009-01-09,0.02,36.0,2.0
2017-07-06,0.02,86.0,52.0
2014-08-31,0.0,67.0,45.0
2021-04-28,0.0,64.0,26.0
2013-04-08,0.0,26.0,13.0
2010-08-16,0.0,73.0,47.0
2018-07-14,0.09,70.0,46.0
2022-03-24,0.0,42.0,23.0
2013-09-01,0.0,81.0,44.0
2020-01-09,0.0,7.0,-1.0
2017-12-15,0.0,50.0,25.0
2012-11-06,0.0,41.0,28.0
2009-12-31,0.01,0.0,-12.0
2020-05-10,0.03,45.0,32.0
2019-04-16,0.0,54.0,20.0
2010-10-11,0.11,50.0,39.0
2010-08-18,0.0,85.0,54.0
2010-11-04,0.0,72.0,27.0
2009-08-19,0.0,71.0,50.0
2019-07-06,0.09,72.0,51.0
2013-03-23,0.0,26.0,9.0
2012-02-18,0.0,43.0,18.0
2013-06-09,0.01,59.0,44.0
2021-10-18,0.0,42.0,32.0
2020-04-10,0.07,40.0,26.0
2009-03-08,0.03,19.0,-6.0
2015-05-21,0.0,70.0,42.0
2021-10-13,0.0,41.0,17.0
2022-08-27,0.39,67.0,51.0
2021-09-09,0.0,81.0,46.0
2017-06-28,0.06,68.0,44.0
2021-02-06,0.09,-4.0,-12.0
2016-06-13,0.0,70.0,48.0
2011-11-14,0.0,33.0,18.0
2022-09-23,0.0,68.0,39.0
2012-04-23,0.0,80.0,37.0
2021-06-07,0.01,54.0,40.0
2021-12-31,0.0,-1.0,-22.0
2011-04-05,0.0,46.0,29.0
2012-06-15,0.31,62.0,42.0
2011-12-10,0.0,47.0,23.0
2009-03-29,0.09,30.0,18.0
2023-05-09,0.0,58.0,41.0
2020-02-13,0.01,45.0,7.0
2020-05-18,0.0,67.0,46.0
2020-09-27,0.0,62.0,40.0
2015-10-20,0.0,56.0,38.0
2010-09-10,0.01,61.0,42.0
2017-12-13,0.02,44.0,23.0
2020-03-16,0.0,39.0,4.0
2017-05-25,0.01,56.0,42.0
2010-07-17,0.0,70.0,44.0
2013-11-15,0.0,41.0,26.0
2021-02-05,0.08,21.0,-8.0
2015-03-01,0.0,32.0,9.0
2011-01-15,0.0,-4.0,-15.0
2014-03-25,0.0,23.0,14.0
2018-07-02,0.02,60.0,42.0
2009-02-12,0.0,20.0,6.0
2011-06-05,0.0,69.0,47.0
2013-01-26,0.0,33.0,12.0
2023-01-06,0.0,46.0,18.0
2020-08-07,0.38,69.0,48.0
2020-09-25,0.0,62.0,36.0
2010-06-14,0.0,68.0,42.0
2011-01-12,0.0,-1.0,-8.0
2021-01-10,0.0,44.0,5.0
2019-06-03,0.01,76.0,52.0
2010-03-14,0.0,48.0,19.0
2017-08-18,0.03,84.0,46.0
2009-07-07,0.1,68.0,47.0
2011-08-21,0.0,86.0,47.0
2020-10-22,0.0,18.0,14.0
2011-03-10,0.0,41.0,9.0
2019-03-07,0.06,15.0,1.0
2012-01-06,0.0,39.0,22.0
2018-04-10,0.0,47.0,24.0
2019-12-26,0.0,28.0,2.0
2018-02-24,0.0,30.0,19.0
2017-02-08,0.0,7.0,-23.0
2019-01-16,0.06,22.0,17.0
2023-04-21,0.02,33.0,25.0
2012-02-03,0.0,46.0,21.0
2010-10-03,0.02,59.0,45.0
2022-03-01,0.0,53.0,18.0
2014-07-25,0.0,65.0,55.0
2019-11-13,0.0,43.0,29.0
2021-12-07,0.0,32.0,6.0
2023-03-28,0.0,29.0,10.0
2009-04-22,0.07,55.0,26.0
2022-04-17,0.0,42.0,16.0
2015-09-08,1.16,64.0,38.0
2015-02-05,0.01,33.0,6.0
2020-10-10,0.0,70.0,49.0
2019-05-26,0.01,62.0,33.0
2023-04-08,0.0,57.0,37.0
2018-03-30,0.03,18.0,9.0
2017-03-15,0.01,59.0,27.0
2013-05-31,0.09,60.0,48.0
2016-01-04,0.0,29.0,8.0
2015-11-28,0.0,44.0,17.0
2009-05-06,0.0,60.0,33.0
2021-11-07,0.0,43.0,20.0
2021-11-08,0.0,43.0,24.0
2014-04-17,0.0,41.0,27.0
2016-01-13,0.0,46.0,23.0
2009-06-26,0.0,71.0,44.0
2014-11-24,0.0,39.0,24.0
2019-02-27,0.0,26.0,-9.0
2010-05-21,0.0,59.0,34.0
2011-12-20,0.0,47.0,29.0
2009-02-23,0.01,18.0,13.0
2022-12-11,0.0,18.0,2.0
2018-09-10,0.21,64.0,39.0
2017-03-27,0.0,53.0,31.0
2009-11-24,0.0,45.0,23.0
2018-01-07,0.01,39.0,17.0
2021-11-30,0.0,49.0,31.0
2009-09-01,0.0,83.0,51.0
2010-09-14,0.0,48.0,42.0
2022-11-09,0.0,4.0,-11.0
2012-11-25,0.0,34.0,17.0
2017-01-11,0.0,19.0,-12.0
2022-06-10,0.0,74.0,46.0
2009-04-24,0.0,40.0,17.0
2022-12-21,0.0,-17.0,-25.0
2019-05-07,0.2,52.0,33.0
2019-07-12,0.01,76.0,52.0
2016-07-23,0.03,74.0,52.0
2019-09-24,0.0,59.0,39.0
2022-02-28,0.0,43.0,23.0
2010-07-18,0.0,70.0,52.0
2015-07-18,0.0,79.0,50.0
2020-01-14,0.0,-19.0,-27.0
2018-11-05,0.01,27.0,17.0
2010-11-21,0.0,2.0,-3.0
2011-05-11,0.0,71.0,41.0
2019-11-02,0.01,47.0,24.0
2017-08-13,0.03,87.0,50.0
2013-02-09,0.0,37.0,27.0
2019-10-16,0.0,65.0,39.0
2011-05-03,0.0,55.0,35.0
2013-02-08,0.0,42.0,23.0
2015-12-21,0.0,31.0,16.0
2013-02-13,0.0,42.0,21.0
2012-12-04,0.0,45.0,13.0
2010-12-18,0.01,11.0,8.0
2017-05-14,0.05,56.0,37.0
2015-04-04,0.0,39.0,20.0
2013-09-20,0.0,72.0,40.0
2013-03-20,0.0,57.0,26.0
2022-05-29,0.0,59.0,47.0
2010-08-22,0.06,62.0,48.0
2023-04-15,0.0,55.0,22.0
2020-09-21,0.0,71.0,37.0
2016-05-20,0.07,48.0,34.0
2020-09-18,0.0,68.0,41.0
2012-01-22,0.0,34.0,9.0
2012-06-17,0.0,71.0,49.0
2019-09-02,0.09,70.0,50.0
2009-11-08,0.0,45.0,22.0
2009-09-24,0.0,87.0,48.0
2021-08-06,0.0,82.0,54.0
2022-11-18,0.0,32.0,9.0
2012-03-03,0.04,49.0,21.0
2022-10-15,0.0,61.0,32.0
2022-07-05,0.23,70.0,49.0
2020-07-12,0.0,69.0,51.0
2023-01-31,0.0,23.0,3.0
2009-10-15,0.0,45.0,26.0
2022-04-14,0.02,23.0,13.0
2018-06-06,0.0,74.0,39.0
2009-10-18,0.0,46.0,32.0
2009-03-01,0.0,36.0,8.0
2022-06-22,0.0,76.0,51.0
2013-07-08,0.32,60.0,53.0
2009-05-22,0.0,60.0,30.0
2011-01-23,0.0,43.0,18.0
2016-03-11,0.0,54.0,29.0
2023-02-14,0.0,29.0,13.0
2018-11-15,0.0,48.0,26.0
2018-06-21,0.0,79.0,51.0
2010-01-05,0.04,9.0,-1.0
2019-11-10,0.15,13.0,-1.0
2011-05-06,0.13,53.0,31.0
2017-10-10,0.0,49.0,36.0
2018-06-20,0.0,79.0,48.0
2010-01-07,0.0,25.0,-12.0
2015-08-19,0.0,82.0,49.0
2017-09-20,0.01,48.0,31.0
2016-11-12,0.04,61.0,34.0
2015-08-17,0.16,70.0,43.0
2016-09-22,0.08,49.0,38.0
2011-04-18,0.0,32.0,9.0
2014-06-17,0.11,57.0,47.0
2009-06-17,0.0,72.0,46.0
2019-04-30,0.0,38.0,21.0
2011-07-13,0.54,72.0,57.0
2020-10-13,0.0,39.0,22.0
2009-02-06,0.0,30.0,22.0
2016-09-21,0.0,55.0,37.0
2020-11-09,0.0,37.0,6.0
2019-06-28,0.01,71.0,40.0
2022-01-18,0.0,12.0,-1.0
2014-04-05,0.0,51.0,29.0
2009-10-03,0.0,42.0,32.0
2017-03-20,0.0,34.0,21.0
2017-10-30,0.0,46.0,19.0
2015-06-18,0.01,69.0,48.0
2018-10-30,0.0,54.0,26.0
2023-04-22,0.0,53.0,20.0
2020-07-13,0.03,65.0,45.0
2011-12-31,0.0,33.0,10.0
2017-05-16,0.0,55.0,31.0
2016-06-04,0.01,79.0,48.0
2014-08-06,0.0,81.0,53.0
2017-04-24,0.27,40.0,32.0
2020-03-11,0.0,38.0,24.0
2021-04-24,0.0,39.0,25.0
2022-04-25,0.0,62.0,29.0
2009-09-07,0.0,65.0,36.0
2014-04-18,0.2,35.0,28.0
2022-08-14,0.0,83.0,51.0
2009-04-01,0.0,34.0,25.0
2018-01-29,0.01,46.0,0.0
2016-05-30,0.18,59.0,42.0
2017-06-07,0.0,80.0,45.0
2018-10-24,0.0,62.0,35.0
2019-04-22,0.0,68.0,28.0
2014-10-13,0.0,63.0,38.0
2009-12-26,0.0,36.0,7.0
2015-05-18,0.0,57.0,36.0
2012-08-27,0.0,86.0,46.0
2016-10-30,0.0,55.0,29.0
2011-08-06,0.0,71.0,50.0
2020-02-11,0.03,40.0,16.0
2009-01-11,0.0,41.0,18.0
2013-04-21,0.0,31.0,20.0
2010-10-27,0.0,34.0,24.0
2009-07-30,0.15,80.0,47.0
2021-03-26,0.02,36.0,23.0
2014-03-19,0.15,40.0,25.0
2019-02-25,0.0,-1.0,-24.0
2019-08-08,0.0,83.0,53.0
2017-08-04,0.0,69.0,53.0
2015-11-13,0.01,51.0,27.0
2011-02-13,0.0,44.0,26.0
2013-05-08,0.0,70.0,40.0
2011-10-14,0.0,50.0,25.0
2021-09-01,0.0,60.0,41.0
2021-09-27,0.0,76.0,44.0
2019-07-28,0.0,71.0,51.0
2010-05-27,1.26,51.0,33.0
2018-02-28,0.0,35.0,11.0
2013-05-05,0.0,74.0,37.0
2020-12-17,0.0,40.0,17.0
2013-08-30,0.01,78.0,51.0
2017-07-31,0.0,77.0,50.0
2023-06-19,0.07,57.0,42.0
2020-07-04,0.35,68.0,46.0
2016-03-29,0.0,53.0,29.0
2015-07-15,0.0,79.0,51.0
2011-11-17,0.0,27.0,9.0
2019-02-01,0.0,27.0,2.0
2011-01-26,0.0,50.0,33.0
2020-08-14,0.0,72.0,41.0
2020-07-24,0.14,66.0,49.0
2009-07-26,0.0,75.0,58.0
2023-03-05,0.06,14.0,-1.0
2023-04-14,0.0,48.0,20.0
2016-07-19,0.01,77.0,54.0
2012-03-21,0.0,42.0,24.0
2013-01-21,0.0,28.0,8.0
2009-07-08,0.02,66.0,41.0
2012-12-28,0.0,33.0,-3.0
2014-12-01,0.0,24.0,-2.0
2018-03-29,0.0,27.0,17.0
2011-11-21,0.0,40.0,13.0
2022-04-26,0.05,58.0,38.0
2011-06-03,0.03,65.0,46.0
2013-05-20,0.0,68.0,39.0
2019-09-01,0.13,62.0,52.0
2016-08-30,0.02,80.0,47.0
2010-07-19,0.04,60.0,50.0
2021-02-10,0.0,-15.0,-26.0
2016-11-23,0.0,39.0,10.0
2021-01-08,0.0,30.0,2.0
2009-05-11,0.0,64.0,33.0
2021-08-14,0.0,93.0,53.0
2012-02-23,0.11,35.0,22.0
2013-10-17,0.0,49.0,30.0
2015-06-15,0.0,64.0,41.0
2020-07-10,0.0,71.0,51.0
2010-04-03,0.0,50.0,28.0
2016-03-02,0.0,35.0,25.0
2010-08-14,0.0,68.0,51.0
2016-09-11,0.34,48.0,39.0
2010-03-21,0.0,57.0,38.0
2016-08-23,0.01,61.0,49.0
2014-05-20,0.0,68.0,42.0
2014-04-03,0.0,31.0,22.0
2023-02-20,0.19,28.0,13.0
2015-12-30,0.0,24.0,-4.0
2020-03-23,0.02,50.0,20.0
2012-03-19,0.0,40.0,24.0
2023-07-21,0.04,85.0,54.0
2010-03-22,0.0,38.0,28.0
2021-08-11,0.0,72.0,61.0
2018-03-17,0.02,33.0,25.0
2018-01-09,0.04,29.0,-1.0
2023-01-21,0.0,50.0,30.0
2015-03-13,0.0,63.0,41.0
2022-09-02,0.0,87.0,50.0
2011-09-25,0.0,85.0,49.0
2013-09-26,0.0,51.0,33.0
2020-01-10,0.0,19.0,-5.0
2009-07-04,0.06,78.0,52.0
2020-06-20,0.0,74.0,51.0
2021-03-23,0.0,41.0,21.0
2017-02-06,0.26,-4.0,-16.0
2021-05-14,0.0,67.0,35.0
2023-02-19,0.04,44.0,25.0
2015-03-20,0.0,35.0,26.0
2018-03-15,0.16,28.0,17.0
2015-02-01,0.0,21.0,0.0
2022-10-16,0.0,67.0,34.0
2022-04-10,0.0,37.0,21.0
2023-03-02,0.0,39.0,22.0
2022-12-29,0.0,25.0,10.0
2017-03-18,0.0,61.0,25.0
2018-03-23,0.02,42.0,15.0
2014-08-27,0.0,84.0,53.0
2016-12-20,0.0,39.0,24.0
2014-05-12,0.0,62.0,29.0
2013-06-14,0.23,61.0,43.0
2016-10-01,0.13,53.0,40.0
2023-05-07,0.0,63.0,38.0
2009-07-03,0.0,70.0,47.0
2013-11-17,0.0,14.0,-5.0
2021-10-01,0.0,61.0,41.0
2013-04-13,0.1,36.0,24.0
2016-04-13,0.01,61.0,41.0
2017-05-12,0.02,68.0,47.0
2016-12-02,0.01,40.0,12.0
2014-09-16,0.01,78.0,43.0
2021-09-07,0.0,74.0,43.0
2019-05-10,0.0,67.0,41.0
2018-02-01,0.01,11.0,-3.0
2022-06-26,0.0,74.0,43.0
2023-02-17,0.0,39.0,18.0
2021-12-12,0.0,29.0,15.0
2009-11-02,0.0,54.0,24.0
2014-07-04,0.0,77.0,58.0
2009-06-08,0.0,54.0,30.0
2021-04-20,0.0,52.0,20.0
2016-06-15,0.01,63.0,37.0
2011-10-20,0.0,54.0,33.0
2012-05-05,0.54,48.0,32.0
2013-10-02,0.0,49.0,29.0
2013-04-16,0.0,33.0,20.0
2022-02-26,0.0,47.0,15.0
2014-01-31,0.0,19.0,-3.0
2015-12-04,0.0,45.0,28.0
2013-06-28,0.0,75.0,53.0
2014-11-17,0.0,42.0,8.0
2014-11-25,0.0,39.0,24.0
2022-01-20,0.0,49.0,11.0
2016-06-12,0.0,69.0,42.0
2013-01-24,0.0,39.0,8.0
2016-07-09,0.24,69.0,51.0
2018-02-17,0.12,14.0,6.0
2009-05-24,0.0,71.0,39.0
2022-12-20,0.04,-19.0,-26.0
2016-10-24,0.0,40.0,29.0
2022-09-09,0.09,62.0,43.0
2016-09-27,0.04,65.0,47.0
2014-03-17,0.0,44.0,32.0
2012-10-11,0.09,38.0,25.0
2019-12-11,0.09,20.0,9.0
2019-06-10,0.0,67.0,42.0
2020-08-29,0.02,63.0,46.0
2023-01-27,0.37,34.0,8.0
2013-06-11,0.03,57.0,43.0
2014-03-29,0.0,23.0,10.0
2009-01-23,0.0,-6.0,-11.0
2012-05-10,0.0,47.0,33.0
2011-07-25,0.0,77.0,49.0
2018-10-02,0.75,29.0,24.0
2011-01-19,0.0,24.0,4.0
2012-08-31,0.0,70.0,41.0
2009-10-30,0.0,45.0,31.0
2021-07-26,0.0,77.0,49.0
2017-08-23,0.03,88.0,49.0
2018-08-15,0.0,77.0,54.0
2022-10-10,0.11,72.0,41.0
2010-05-05,0.0,31.0,26.0
2023-02-06,0.0,45.0,16.0
2009-07-17,0.0,80.0,52.0
2012-02-09,0.0,29.0,12.0
2019-11-16,0.0,47.0,30.0
2020-06-13,2.35,70.0,50.0
2010-11-29,0.0,28.0,-1.0
2009-10-26,0.0,49.0,36.0
2012-04-06,0.0,42.0,20.0
2021-08-27,0.05,67.0,50.0
2014-12-14,0.01,34.0,18.0
2011-11-27,0.0,56.0,26.0
2011-04-20,0.0,42.0,23.0
2019-03-16,0.0,40.0,15.0
2022-08-10,0.0,82.0,59.0
2009-07-23,0.0,81.0,56.0
2012-01-13,0.0,38.0,22.0
2020-06-04,0.0,62.0,39.0
2010-11-07,0.0,62.0,22.0
2010-07-16,0.15,66.0,50.0
2020-12-24,0.0,46.0,33.0
2020-01-18,0.0,-2.0,-19.0
2010-11-08,0.0,41.0,30.0
2009-06-22,0.0,63.0,46.0
2017-03-17,0.0,43.0,23.0
2017-12-06,0.0,41.0,18.0
2016-02-17,0.0,42.0,24.0
2021-06-29,0.0,97.0,61.0
2009-09-28,0.0,62.0,35.0
2012-08-12,0.26,74.0,54.0
2020-05-19,0.03,58.0,47.0
2012-04-18,0.01,44.0,33.0
2023-03-01,0.0,26.0,8.0
2010-03-02,0.0,45.0,22.0
2009-10-09,0.0,22.0,11.0
2011-10-23,0.0,52.0,32.0
2010-06-15,0.06,56.0,43.0
2019-08-05,0.01,79.0,48.0
2012-04-01,0.0,47.0,30.0
2009-06-30,0.0,67.0,44.0
2019-10-08,0.1,36.0,19.0
2019-05-03,0.0,46.0,31.0
2010-12-04,0.0,29.0,4.0
2017-10-09,0.03,57.0,25.0
2009-09-20,0.06,61.0,40.0
2021-10-19,0.0,49.0,35.0
2020-12-14,0.0,30.0,2.0
2018-06-14,0.0,55.0,45.0
2023-02-09,0.0,43.0,15.0
2009-04-13,0.0,53.0,26.0
2012-03-15,0.0,57.0,22.0
2020-08-03,0.01,83.0,55.0
2009-08-01,0.0,89.0,51.0
2019-02-04,0.0,-13.0,-18.0
2010-09-16,0.19,45.0,38.0
2012-11-01,0.0,29.0,25.0
2019-05-14,0.02,68.0,47.0
2022-01-11,0.0,47.0,21.0
2011-02-26,0.0,29.0,2.0
2022-02-07,0.0,53.0,29.0
2010-04-01,0.0,50.0,20.0
2021-11-15,0.04,44.0,31.0
2010-07-02,0.0,63.0,42.0
2021-12-26,0.01,-17.0,-25.0
2012-10-02,0.45,48.0,33.0
2023-02-04,0.0,44.0,24.0
2009-07-10,0.0,72.0,48.0
2020-02-25,0.0,33.0,3.0
2014-11-29,0.03,-1.0,-12.0
2010-01-31,0.0,14.0,9.0
2021-04-14,0.0,54.0,20.0
2015-07-28,0.0,74.0,49.0
2022-11-28,0.0,12.0,6.0
2015-03-31,0.0,65.0,35.0
2023-01-15,0.0,33.0,19.0
2022-01-17,0.0,52.0,12.0
2010-10-09,0.0,71.0,38.0
2020-09-23,0.0,72.0,35.0
2010-12-06,0.0,42.0,3.0
2018-01-17,0.0,40.0,24.0
2021-11-28,0.0,58.0,23.0
2018-12-30,0.01,38.0,7.0
2019-10-01,0.0,39.0,16.0
2012-04-30,0.15,52.0,33.0
2015-02-28,0.0,28.0,6.0
2019-07-31,0.01,77.0,48.0
2009-11-04,0.0,38.0,21.0
2014-11-28,0.06,6.0,-10.0
2015-12-15,0.11,37.0,10.0
2022-01-29,0.0,49.0,23.0
2009-04-15,0.0,45.0,29.0
2011-08-17,0.0,74.0,45.0
2022-11-24,0.0,50.0,32.0
2015-12-16,0.08,25.0,10.0
2016-12-07,0.0,-2.0,-13.0
2019-04-03,0.0,55.0,24.0
2023-08-01,0.0,80.0,54.0
2023-05-06,0.01,54.0,40.0
2018-11-14,0.0,53.0,29.0
2016-02-28,0.01,44.0,22.0
2019-07-20,0.26,66.0,50.0
2022-03-25,0.0,47.0,20.0
2017-01-05,0.02,25.0,1.0
2015-01-24,0.0,51.0,35.0
2014-02-20,0.0,37.0,19.0
2009-11-16,0.0,59.0,27.0
2010-08-24,0.0,74.0,40.0
2021-04-02,0.0,53.0,24.0
2022-04-23,0.0,50.0,28.0
2020-07-27,0.0,80.0,51.0
2021-08-31,0.02,66.0,45.0
2012-11-13,0.0,41.0,30.0
2015-03-08,0.0,58.0,27.0
2015-03-09,0.0,62.0,33.0
2017-10-29,0.0,42.0,29.0
2013-06-12,0.0,68.0,45.0
2021-03-16,0.0,48.0,20.0
2013-09-23,0.0,63.0,42.0
2020-09-03,0.0,76.0,38.0
2015-07-04,0.42,73.0,54.0
2011-02-25,0.0,15.0,-20.0
2020-08-10,0.0,78.0,54.0
2015-04-02,0.01,45.0,26.0
2013-12-23,0.0,44.0,-2.0
2011-05-18,0.0,65.0,40.0
2014-09-05,0.0,74.0,40.0
2023-01-07,0.0,43.0,23.0
2022-09-17,0.0,64.0,43.0
2018-05-24,0.02,81.0,52.0
2009-03-06,0.0,24.0,-2.0
2010-02-18,0.0,33.0,18.0
2017-06-06,0.04,73.0,43.0
2013-05-17,0.0,63.0,35.0
2019-07-09,0.0,69.0,50.0
2009-03-25,0.01,22.0,8.0
2022-05-11,0.0,56.0,30.0
2020-07-28,0.0,85.0,53.0
2020-11-20,0.0,36.0,10.0
2017-11-26,0.02,58.0,23.0
2014-09-30,0.06,54.0,39.0
2010-05-04,0.0,36.0,30.0
2012-10-07,0.0,67.0,36.0
2021-01-04,0.0,36.0,18.0
2015-09-26,0.02,59.0,43.0
2014-10-08,0.0,59.0,38.0
2012-03-09,0.0,58.0,33.0
2018-10-04,0.0,34.0,20.0
2012-06-24,0.48,65.0,52.0
2023-06-18,0.07,54.0,46.0
2013-12-22,0.02,12.0,-5.0
2015-09-14,1.16,43.0,39.0
2021-08-30,0.0,76.0,45.0
2010-09-07,0.06,58.0,36.0
2021-07-19,0.0,75.0,54.0
2014-11-14,0.0,11.0,-3.0
2018-09-05,0.0,70.0,33.0
2014-08-26,0.01,79.0,47.0
2020-01-21,0.0,44.0,17.0
2012-12-20,0.0,31.0,6.0
2014-01-19,0.0,44.0,28.0
2021-05-08,0.27,42.0,33.0
2016-08-09,0.01,73.0,50.0
2019-07-16,0.78,66.0,52.0
2011-05-16,0.0,68.0,38.0
2017-05-22,0.04,76.0,50.0
2011-11-07,0.0,41.0,16.0
2019-01-13,0.01,50.0,21.0
2009-12-16,0.0,43.0,11.0
2012-03-07,0.0,39.0,5.0
2018-10-21,0.0,54.0,27.0
2017-07-16,0.06,72.0,48.0
2015-05-28,0.0,58.0,47.0
2013-02-14,0.0,36.0,15.0
2021-10-14,0.0,51.0,21.0
2022-07-11,0.0,76.0,53.0
2019-11-03,0.14,38.0,28.0
2019-12-12,0.0,21.0,7.0
2020-03-26,0.02,45.0,18.0
2016-12-03,0.0,41.0,18.0
2018-08-12,0.26,67.0,47.0
2009-11-22,0.0,39.0,21.0
2013-03-21,0.0,42.0,21.0
2021-09-19,0.0,64.0,38.0
2014-05-15,0.03,61.0,39.0
2012-06-12,0.0,75.0,46.0
2020-04-24,0.0,60.0,29.0
2012-12-23,0.0,-2.0,-13.0
2014-06-20,0.05,73.0,47.0
2012-01-21,0.0,10.0,0.0
2016-11-08,0.02,71.0,43.0
2019-12-21,0.04,34.0,26.0
2017-06-09,0.19,67.0,45.0
2023-04-19,0.0,43.0,27.0
2019-01-31,0.03,48.0,21.0
2013-06-26,0.0,74.0,49.0
2010-03-16,0.0,57.0,30.0
2015-12-02,0.0,46.0,24.0
2015-11-07,0.0,58.0,35.0
